frame_number,timestamp,zone_id,zone_name,density,crowd_count_estimate,status
1,2025-08-25T14:53:00.016551,0,Zone 1-1,5.7907568e-05,6,normal
1,2025-08-25T14:53:00.016551,1,Zone 1-2,7.3361196e-05,8,normal
1,2025-08-25T14:53:00.016551,2,Zone 1-3,5.5267603e-05,6,normal
1,2025-08-25T14:53:00.016551,3,Zone 2-1,0.00029759877,33,normal
1,2025-08-25T14:53:00.016551,4,Zone 2-2,0.0003462548,39,normal
1,2025-08-25T14:53:00.016551,5,Zone 2-3,0.00025799594,29,normal
1,2025-08-25T14:53:00.016551,6,Zone 3-1,0.00013707836,15,normal
1,2025-08-25T14:53:00.016551,7,Zone 3-2,0.0003068301,34,normal
1,2025-08-25T14:53:00.016551,8,Zone 3-3,0.0002859187,32,normal
2,2025-08-25T14:53:00.304889,0,Zone 1-1,5.716136e-05,6,normal
2,2025-08-25T14:53:00.304889,1,Zone 1-2,7.197552e-05,8,normal
2,2025-08-25T14:53:00.304889,2,Zone 1-3,5.500002e-05,6,normal
2,2025-08-25T14:53:00.304889,3,Zone 2-1,0.00029374036,33,normal
2,2025-08-25T14:53:00.304889,4,Zone 2-2,0.00034263617,38,normal
2,2025-08-25T14:53:00.304889,5,Zone 2-3,0.00025737978,29,normal
2,2025-08-25T14:53:00.304889,6,Zone 3-1,0.00013611982,15,normal
2,2025-08-25T14:53:00.304889,7,Zone 3-2,0.00030352778,34,normal
2,2025-08-25T14:53:00.304889,8,Zone 3-3,0.00028393586,32,normal
3,2025-08-25T14:53:00.571486,0,Zone 1-1,5.7964564e-05,6,normal
3,2025-08-25T14:53:00.571486,1,Zone 1-2,7.237812e-05,8,normal
3,2025-08-25T14:53:00.571486,2,Zone 1-3,5.4639186e-05,6,normal
3,2025-08-25T14:53:00.571486,3,Zone 2-1,0.00029213887,33,normal
3,2025-08-25T14:53:00.571486,4,Zone 2-2,0.0003379674,38,normal
3,2025-08-25T14:53:00.571486,5,Zone 2-3,0.00025502278,28,normal
3,2025-08-25T14:53:00.571486,6,Zone 3-1,0.00013724173,15,normal
3,2025-08-25T14:53:00.571486,7,Zone 3-2,0.00030181103,34,normal
3,2025-08-25T14:53:00.571486,8,Zone 3-3,0.00028481332,32,normal
4,2025-08-25T14:53:00.840922,0,Zone 1-1,5.7773315e-05,6,normal
4,2025-08-25T14:53:00.840922,1,Zone 1-2,7.191834e-05,8,normal
4,2025-08-25T14:53:00.840922,2,Zone 1-3,5.4532225e-05,6,normal
4,2025-08-25T14:53:00.840922,3,Zone 2-1,0.0002920093,33,normal
4,2025-08-25T14:53:00.840922,4,Zone 2-2,0.00033744634,38,normal
4,2025-08-25T14:53:00.840922,5,Zone 2-3,0.0002550761,28,normal
4,2025-08-25T14:53:00.840922,6,Zone 3-1,0.00013751414,15,normal
4,2025-08-25T14:53:00.840922,7,Zone 3-2,0.00030206062,34,normal
4,2025-08-25T14:53:00.840922,8,Zone 3-3,0.00028440947,32,normal
5,2025-08-25T14:53:01.107289,0,Zone 1-1,5.7528257e-05,6,normal
5,2025-08-25T14:53:01.107289,1,Zone 1-2,7.155296e-05,8,normal
5,2025-08-25T14:53:01.107289,2,Zone 1-3,5.430431e-05,6,normal
5,2025-08-25T14:53:01.107289,3,Zone 2-1,0.00029198575,33,normal
5,2025-08-25T14:53:01.107289,4,Zone 2-2,0.00033694902,38,normal
5,2025-08-25T14:53:01.107289,5,Zone 2-3,0.00025556923,28,normal
5,2025-08-25T14:53:01.107289,6,Zone 3-1,0.0001376744,15,normal
5,2025-08-25T14:53:01.107289,7,Zone 3-2,0.00030201944,34,normal
5,2025-08-25T14:53:01.107289,8,Zone 3-3,0.0002843422,32,normal
6,2025-08-25T14:53:01.371662,0,Zone 1-1,5.7528257e-05,6,normal
6,2025-08-25T14:53:01.371662,1,Zone 1-2,7.164923e-05,8,normal
6,2025-08-25T14:53:01.371662,2,Zone 1-3,5.4296823e-05,6,normal
