frame_number,timestamp,total_crowd_count,overall_density,zone_1_1_density,zone_1_2_density,zone_1_3_density,zone_2_1_density,zone_2_2_density,zone_2_3_density,zone_3_1_density,zone_3_2_density,zone_3_3_density,alerts_count,high_alerts,medium_alerts
34,2025-08-23T11:24:59.446507,7,7.1400704e-05,0.00010971752,5.124991e-05,9.41649e-05,4.40724e-05,7.979346e-05,0.00015815135,6.52486e-05,2.2860007e-05,1.734828e-05,0,0,0
35,2025-08-23T11:24:59.497978,7,6.687627e-05,0.00011625921,5.3965417e-05,0.000100258236,4.0350744e-05,7.5279866e-05,0.0001360075,4.6317247e-05,1.9691157e-05,1.37571105e-05,0,0,0
36,2025-08-23T11:24:59.543141,7,7.385288e-05,0.000111618785,5.7633883e-05,0.000104885934,3.836961e-05,8.707301e-05,0.00017769806,4.236226e-05,3.143779e-05,1.3596625e-05,0,0,0
37,2025-08-23T11:24:59.589660,7,7.122028e-05,0.000114257484,5.5563105e-05,0.00010681696,2.7378723e-05,8.6472086e-05,0.00017784888,3.5284476e-05,2.3531282e-05,1.3829473e-05,0,0,0
38,2025-08-23T11:24:59.637275,7,6.885145e-05,0.000104835795,5.0509265e-05,0.000101907004,2.0818286e-05,8.377914e-05,0.00017807358,3.8538295e-05,2.2411472e-05,1.8790211e-05,0,0,0
39,2025-08-23T11:24:59.682613,6,6.464661e-05,0.0001086758,4.641466e-05,9.7418524e-05,2.207785e-05,8.32935e-05,0.00015510803,3.1921638e-05,2.0223348e-05,1.6686072e-05,0,0,0
40,2025-08-23T11:24:59.785305,7,6.849308e-05,0.00010869604,5.297931e-05,9.870802e-05,2.2499544e-05,7.499404e-05,0.00016849836,5.4694716e-05,1.990467e-05,1.5462976e-05,0,0,0
41,2025-08-23T11:24:59.830821,7,6.573292e-05,0.000101110374,4.7241352e-05,0.000107870525,2.4917523e-05,7.165565e-05,0.0001541955,4.8032885e-05,2.093565e-05,1.563679e-05,0,0,0
42,2025-08-23T11:24:59.875076,6,6.4476015e-05,0.000106496795,4.705864e-05,8.84372e-05,2.542328e-05,8.076905e-05,0.00012732111,5.607647e-05,3.1307078e-05,1.7394486e-05,0,0,0
43,2025-08-23T11:24:59.918396,6,5.6567234e-05,0.00010319272,3.9876453e-05,8.219151e-05,2.9612269e-05,6.12356e-05,0.00010186206,5.2544903e-05,2.097993e-05,1.760969e-05,0,0,0
44,2025-08-23T11:24:59.961656,5,5.6531306e-05,9.8353004e-05,3.5177112e-05,8.225843e-05,2.8068278e-05,6.6004686e-05,9.597353e-05,6.0952014e-05,2.2934768e-05,1.9059926e-05,0,0,0
45,2025-08-23T11:25:00.004454,6,5.9508013e-05,9.6110096e-05,3.285189e-05,9.017666e-05,3.3979406e-05,7.182847e-05,0.00011284853,4.930894e-05,2.5791758e-05,2.2676364e-05,0,0,0
46,2025-08-23T11:25:00.049401,6,5.8116948e-05,9.0030546e-05,3.3390694e-05,8.215871e-05,3.4779812e-05,6.984922e-05,0.00012275718,4.6144396e-05,2.0328962e-05,2.3613014e-05,0,0,0
47,2025-08-23T11:25:00.096795,6,5.963545e-05,9.7103395e-05,3.522458e-05,7.852245e-05,3.4878816e-05,6.945961e-05,0.0001248571,5.4947355e-05,2.0645884e-05,2.1079859e-05,0,0,0
48,2025-08-23T11:25:00.140202,6,5.8437367e-05,9.778391e-05,3.5289577e-05,7.0967035e-05,3.8804083e-05,6.8664915e-05,0.00011681207,5.4933756e-05,2.0494957e-05,2.2185966e-05,0,0,0
49,2025-08-23T11:25:00.182471,6,6.092768e-05,0.000101641745,3.686924e-05,6.131756e-05,4.8463986e-05,6.658265e-05,0.00012840003,6.0607093e-05,2.5579731e-05,1.8887078e-05,0,0,0
