Timestamp,Frame,Zone,Density,Status,Total_People,Alert
2025-08-23T11:42:13.669967,125,Zone 1,0.016,normal,16,
2025-08-23T11:42:13.669967,125,Zone 2,0.016,normal,16,
2025-08-23T11:42:13.669967,125,Zone 3,0.016,normal,16,
2025-08-23T11:42:14.074576,130,Zone 1,0.016,normal,16,
2025-08-23T11:42:14.074576,130,Zone 2,0.016,normal,16,
2025-08-23T11:42:14.074576,130,Zone 3,0.016,normal,16,
2025-08-23T11:42:14.466207,135,Zone 1,0.014,normal,14,
2025-08-23T11:42:14.466207,135,Zone 2,0.014,normal,14,
2025-08-23T11:42:14.466207,135,Zone 3,0.014,normal,14,
2025-08-23T11:42:14.830499,140,Zone 1,0.013,normal,13,
2025-08-23T11:42:14.830499,140,Zone 2,0.013,normal,13,
2025-08-23T11:42:14.830499,140,Zone 3,0.013,normal,13,
2025-08-23T11:42:15.195987,145,Zone 1,0.012,normal,12,
2025-08-23T11:42:15.195987,145,Zone 2,0.012,normal,12,
2025-08-23T11:42:15.195987,145,Zone 3,0.012,normal,12,
2025-08-23T11:42:15.634475,150,Zone 1,0.009,normal,9,
2025-08-23T11:42:15.634475,150,Zone 2,0.009,normal,9,
2025-08-23T11:42:15.634475,150,Zone 3,0.009,normal,9,
2025-08-23T11:42:16.097013,155,Zone 1,0.012,normal,12,
2025-08-23T11:42:16.097013,155,Zone 2,0.012,normal,12,
2025-08-23T11:42:16.097013,155,Zone 3,0.012,normal,12,
2025-08-23T11:42:16.515462,160,Zone 1,0.008,normal,8,
2025-08-23T11:42:16.515462,160,Zone 2,0.008,normal,8,
2025-08-23T11:42:16.515462,160,Zone 3,0.008,normal,8,
2025-08-23T11:42:16.930652,165,Zone 1,0.008,normal,8,
2025-08-23T11:42:16.930652,165,Zone 2,0.008,normal,8,
2025-08-23T11:42:16.930652,165,Zone 3,0.008,normal,8,
2025-08-23T11:42:17.353509,170,Zone 1,0.01,normal,10,
2025-08-23T11:42:17.353509,170,Zone 2,0.01,normal,10,
2025-08-23T11:42:17.353509,170,Zone 3,0.01,normal,10,
2025-08-23T11:42:17.765441,175,Zone 1,0.012,normal,12,
2025-08-23T11:42:17.765441,175,Zone 2,0.012,normal,12,
2025-08-23T11:42:17.765441,175,Zone 3,0.012,normal,12,
2025-08-23T11:42:18.169411,180,Zone 1,0.007,normal,7,
2025-08-23T11:42:18.169411,180,Zone 2,0.007,normal,7,
2025-08-23T11:42:18.169411,180,Zone 3,0.007,normal,7,
2025-08-23T11:42:18.586384,185,Zone 1,0.01,normal,10,
2025-08-23T11:42:18.586384,185,Zone 2,0.01,normal,10,
2025-08-23T11:42:18.586384,185,Zone 3,0.01,normal,10,
2025-08-23T11:42:18.977840,190,Zone 1,0.007,normal,7,
2025-08-23T11:42:18.977840,190,Zone 2,0.007,normal,7,
2025-08-23T11:42:18.977840,190,Zone 3,0.007,normal,7,
2025-08-23T11:42:19.333937,195,Zone 1,0.005,normal,5,
2025-08-23T11:42:19.333937,195,Zone 2,0.005,normal,5,
2025-08-23T11:42:19.333937,195,Zone 3,0.005,normal,5,
2025-08-23T11:42:19.716096,200,Zone 1,0.009,normal,9,
2025-08-23T11:42:19.716096,200,Zone 2,0.009,normal,9,
2025-08-23T11:42:19.716096,200,Zone 3,0.009,normal,9,
2025-08-23T11:42:20.063927,205,Zone 1,0.01,normal,10,
2025-08-23T11:42:20.063927,205,Zone 2,0.01,normal,10,
2025-08-23T11:42:20.063927,205,Zone 3,0.01,normal,10,
2025-08-23T11:42:20.502667,210,Zone 1,0.015,normal,15,
2025-08-23T11:42:20.502667,210,Zone 2,0.015,normal,15,
2025-08-23T11:42:20.502667,210,Zone 3,0.015,normal,15,
2025-08-23T11:42:20.867794,215,Zone 1,0.011,normal,11,
2025-08-23T11:42:20.867794,215,Zone 2,0.011,normal,11,
2025-08-23T11:42:20.867794,215,Zone 3,0.011,normal,11,
2025-08-23T11:42:21.242114,220,Zone 1,0.012,normal,12,
2025-08-23T11:42:21.242114,220,Zone 2,0.012,normal,12,
2025-08-23T11:42:21.242114,220,Zone 3,0.012,normal,12,
2025-08-23T11:42:21.638018,225,Zone 1,0.011,normal,11,
2025-08-23T11:42:21.638018,225,Zone 2,0.011,normal,11,
2025-08-23T11:42:21.638018,225,Zone 3,0.011,normal,11,
2025-08-23T11:42:22.066159,230,Zone 1,0.009,normal,9,
2025-08-23T11:42:22.066159,230,Zone 2,0.009,normal,9,
2025-08-23T11:42:22.066159,230,Zone 3,0.009,normal,9,
2025-08-23T11:42:22.508402,235,Zone 1,0.006,normal,6,
2025-08-23T11:42:22.508402,235,Zone 2,0.006,normal,6,
2025-08-23T11:42:22.508402,235,Zone 3,0.006,normal,6,
2025-08-23T11:42:22.960141,240,Zone 1,0.008,normal,8,
2025-08-23T11:42:22.960141,240,Zone 2,0.008,normal,8,
2025-08-23T11:42:22.960141,240,Zone 3,0.008,normal,8,
2025-08-23T11:42:23.404266,245,Zone 1,0.008,normal,8,
2025-08-23T11:42:23.404266,245,Zone 2,0.008,normal,8,
2025-08-23T11:42:23.404266,245,Zone 3,0.008,normal,8,
2025-08-23T11:42:23.868014,250,Zone 1,0.009,normal,9,
2025-08-23T11:42:23.868014,250,Zone 2,0.009,normal,9,
2025-08-23T11:42:23.868014,250,Zone 3,0.009,normal,9,
2025-08-23T11:42:24.326354,255,Zone 1,0.01,normal,10,
2025-08-23T11:42:24.326354,255,Zone 2,0.01,normal,10,
2025-08-23T11:42:24.326354,255,Zone 3,0.01,normal,10,
2025-08-23T11:42:24.749378,260,Zone 1,0.008,normal,8,
2025-08-23T11:42:24.749378,260,Zone 2,0.008,normal,8,
2025-08-23T11:42:24.749378,260,Zone 3,0.008,normal,8,
2025-08-23T11:42:25.154671,265,Zone 1,0.008,normal,8,
2025-08-23T11:42:25.154671,265,Zone 2,0.008,normal,8,
2025-08-23T11:42:25.154671,265,Zone 3,0.008,normal,8,
2025-08-23T11:42:25.583442,270,Zone 1,0.015,normal,15,
2025-08-23T11:42:25.583442,270,Zone 2,0.015,normal,15,
2025-08-23T11:42:25.583442,270,Zone 3,0.015,normal,15,
2025-08-23T11:42:25.944959,275,Zone 1,0.009,normal,9,
2025-08-23T11:42:25.944959,275,Zone 2,0.009,normal,9,
2025-08-23T11:42:25.944959,275,Zone 3,0.009,normal,9,
2025-08-23T11:42:26.311342,280,Zone 1,0.01,normal,10,
2025-08-23T11:42:26.311342,280,Zone 2,0.01,normal,10,
2025-08-23T11:42:26.311342,280,Zone 3,0.01,normal,10,
2025-08-23T11:42:26.665032,285,Zone 1,0.011,normal,11,
2025-08-23T11:42:26.665032,285,Zone 2,0.011,normal,11,
2025-08-23T11:42:26.665032,285,Zone 3,0.011,normal,11,
