frame,timestamp,crowd_count,avg_magnitude,max_magnitude,direction_variance,confidence_score,stampede_detected,crowd_score,motion_score,chaos_score
380,2025-08-23T09:29:45.660445,11,0.3444291949272156,29.12389373779297,2.9437103271484375,45.25905593236288,No,0.22,0.13777167797088624,1.0
382,2025-08-23T09:29:46.238787,12,0.34972742199897766,27.076234817504883,2.8161752223968506,45.99636562665304,No,0.24,0.13989096879959106,1.0
384,2025-08-23T09:29:46.821410,13,0.3669574558734894,32.06863021850586,2.761204481124878,46.892766078313194,No,0.26,0.14678298234939574,1.0
386,2025-08-23T09:29:47.436721,14,0.3273698687553406,36.347660064697266,2.9382004737854004,47.03159825007121,No,0.28,0.13094794750213623,1.0
388,2025-08-23T09:29:48.126189,14,0.3028944432735443,32.27516174316406,2.994115114212036,46.705259243647255,No,0.28,0.12115777730941772,1.0
390,2025-08-23T09:29:48.741204,12,0.2803753614425659,39.74048614501953,2.8872854709625244,45.07167148590088,No,0.24,0.11215014457702636,1.0
392,2025-08-23T09:29:49.401063,13,0.24639566242694855,21.140405654907227,2.7701408863067627,45.285275499025985,No,0.26,0.09855826497077942,1.0
394,2025-08-23T09:29:49.978467,13,0.28815507888793945,30.539268493652344,2.8023526668548584,45.84206771850586,No,0.26,0.11526203155517578,1.0
396,2025-08-23T09:29:50.554807,13,0.22608256340026855,31.491418838500977,2.7723989486694336,45.01443417867026,No,0.26,0.09043302536010742,1.0
398,2025-08-23T09:29:51.068705,16,0.21974687278270721,22.957468032836914,2.9058873653411865,46.92995830376943,No,0.32,0.08789874911308289,1.0
400,2025-08-23T09:29:51.618940,12,0.2403939813375473,26.345041275024414,2.8754119873046875,44.53858641783396,No,0.24,0.09615759253501892,1.0
