Timestamp,Frame,Zone,Density,Status,Total_People,Alert
2025-08-25T14:54:55.539498,80,Zone 2,0.013,normal,13,
2025-08-25T14:54:55.539498,80,Zone 3,0.013,normal,13,
2025-08-25T14:54:55.991958,85,Zone 1,0.013,normal,13,
2025-08-25T14:54:55.991958,85,Zone 2,0.013,normal,13,
2025-08-25T14:54:55.991958,85,Zone 3,0.013,normal,13,
2025-08-25T14:54:56.354444,90,Zone 1,0.013,normal,13,
2025-08-25T14:54:56.354444,90,Zone 2,0.013,normal,13,
2025-08-25T14:54:56.354444,90,Zone 3,0.013,normal,13,
2025-08-25T14:54:56.720477,95,Zone 1,0.015,normal,15,
2025-08-25T14:54:56.720477,95,Zone 2,0.015,normal,15,
2025-08-25T14:54:56.720477,95,Zone 3,0.015,normal,15,
2025-08-25T14:54:57.102592,100,Zone 1,0.014,normal,14,
2025-08-25T14:54:57.102592,100,Zone 2,0.014,normal,14,
2025-08-25T14:54:57.102592,100,Zone 3,0.014,normal,14,
2025-08-25T14:54:57.527710,105,Zone 1,0.012,normal,12,
2025-08-25T14:54:57.527710,105,Zone 2,0.012,normal,12,
2025-08-25T14:54:57.527710,105,Zone 3,0.012,normal,12,
2025-08-25T14:54:57.932030,110,Zone 1,0.013,normal,13,
2025-08-25T14:54:57.932030,110,Zone 2,0.013,normal,13,
2025-08-25T14:54:57.932030,110,Zone 3,0.013,normal,13,
2025-08-25T14:54:58.355861,115,Zone 1,0.012,normal,12,
2025-08-25T14:54:58.355861,115,Zone 2,0.012,normal,12,
2025-08-25T14:54:58.355861,115,Zone 3,0.012,normal,12,
2025-08-25T14:54:58.772378,120,Zone 1,0.015,normal,15,
2025-08-25T14:54:58.772378,120,Zone 2,0.015,normal,15,
2025-08-25T14:54:58.772378,120,Zone 3,0.015,normal,15,
2025-08-25T14:54:59.197514,125,Zone 1,0.016,normal,16,
2025-08-25T14:54:59.197514,125,Zone 2,0.016,normal,16,
2025-08-25T14:54:59.197514,125,Zone 3,0.016,normal,16,
2025-08-25T14:54:59.563476,130,Zone 1,0.015,normal,15,
2025-08-25T14:54:59.563476,130,Zone 2,0.015,normal,15,
2025-08-25T14:54:59.563476,130,Zone 3,0.015,normal,15,
2025-08-25T14:54:59.913159,135,Zone 1,0.015,normal,15,
2025-08-25T14:54:59.913159,135,Zone 2,0.015,normal,15,
2025-08-25T14:54:59.913159,135,Zone 3,0.015,normal,15,
2025-08-25T14:55:00.291898,140,Zone 1,0.019,normal,19,
2025-08-25T14:55:00.291898,140,Zone 2,0.019,normal,19,
2025-08-25T14:55:00.291898,140,Zone 3,0.019,normal,19,
2025-08-25T14:55:00.647761,145,Zone 1,0.014,normal,14,
2025-08-25T14:55:00.647761,145,Zone 2,0.014,normal,14,
2025-08-25T14:55:00.647761,145,Zone 3,0.014,normal,14,
2025-08-25T14:55:01.103273,150,Zone 1,0.014,normal,14,
2025-08-25T14:55:01.103273,150,Zone 2,0.014,normal,14,
2025-08-25T14:55:01.103273,150,Zone 3,0.014,normal,14,
2025-08-25T14:55:01.518191,155,Zone 1,0.014,normal,14,
2025-08-25T14:55:01.518191,155,Zone 2,0.014,normal,14,
2025-08-25T14:55:01.518191,155,Zone 3,0.014,normal,14,
2025-08-25T14:55:01.949317,160,Zone 1,0.015,normal,15,
2025-08-25T14:55:01.949317,160,Zone 2,0.015,normal,15,
2025-08-25T14:55:01.949317,160,Zone 3,0.015,normal,15,
2025-08-25T14:55:02.373479,165,Zone 1,0.012,normal,12,
2025-08-25T14:55:02.373479,165,Zone 2,0.012,normal,12,
2025-08-25T14:55:02.373479,165,Zone 3,0.012,normal,12,
2025-08-25T14:55:02.779700,170,Zone 1,0.012,normal,12,
2025-08-25T14:55:02.779700,170,Zone 2,0.012,normal,12,
2025-08-25T14:55:02.779700,170,Zone 3,0.012,normal,12,
2025-08-25T14:55:03.188614,175,Zone 1,0.012,normal,12,
2025-08-25T14:55:03.188614,175,Zone 2,0.012,normal,12,
2025-08-25T14:55:03.188614,175,Zone 3,0.012,normal,12,
2025-08-25T14:55:03.575445,180,Zone 1,0.014,normal,14,
2025-08-25T14:55:03.575445,180,Zone 2,0.014,normal,14,
2025-08-25T14:55:03.575445,180,Zone 3,0.014,normal,14,
2025-08-25T14:55:03.960435,185,Zone 1,0.01,normal,10,
2025-08-25T14:55:03.960435,185,Zone 2,0.01,normal,10,
2025-08-25T14:55:03.960435,185,Zone 3,0.01,normal,10,
2025-08-25T14:55:04.302858,190,Zone 1,0.013,normal,13,
2025-08-25T14:55:04.302858,190,Zone 2,0.013,normal,13,
2025-08-25T14:55:04.302858,190,Zone 3,0.013,normal,13,
2025-08-25T14:55:04.656743,195,Zone 1,0.012,normal,12,
2025-08-25T14:55:04.656743,195,Zone 2,0.012,normal,12,
2025-08-25T14:55:04.656743,195,Zone 3,0.012,normal,12,
2025-08-25T14:55:05.062468,200,Zone 1,0.013,normal,13,
2025-08-25T14:55:05.062468,200,Zone 2,0.013,normal,13,
2025-08-25T14:55:05.062468,200,Zone 3,0.013,normal,13,
2025-08-25T14:55:05.489005,205,Zone 1,0.011,normal,11,
2025-08-25T14:55:05.489005,205,Zone 2,0.011,normal,11,
2025-08-25T14:55:05.489005,205,Zone 3,0.011,normal,11,
2025-08-25T14:55:05.916799,210,Zone 1,0.013,normal,13,
2025-08-25T14:55:05.916799,210,Zone 2,0.013,normal,13,
2025-08-25T14:55:05.916799,210,Zone 3,0.013,normal,13,
2025-08-25T14:55:06.327683,215,Zone 1,0.011,normal,11,
2025-08-25T14:55:06.327683,215,Zone 2,0.011,normal,11,
2025-08-25T14:55:06.327683,215,Zone 3,0.011,normal,11,
2025-08-25T14:55:06.769148,220,Zone 1,0.011,normal,11,
2025-08-25T14:55:06.769148,220,Zone 2,0.011,normal,11,
2025-08-25T14:55:06.769148,220,Zone 3,0.011,normal,11,
2025-08-25T14:55:07.175385,225,Zone 1,0.016,normal,16,
2025-08-25T14:55:07.175385,225,Zone 2,0.016,normal,16,
2025-08-25T14:55:07.175385,225,Zone 3,0.016,normal,16,
2025-08-25T14:55:07.583472,230,Zone 1,0.014,normal,14,
2025-08-25T14:55:07.583472,230,Zone 2,0.014,normal,14,
2025-08-25T14:55:07.583472,230,Zone 3,0.014,normal,14,
2025-08-25T14:55:07.936395,235,Zone 1,0.014,normal,14,
2025-08-25T14:55:07.936395,235,Zone 2,0.014,normal,14,
2025-08-25T14:55:07.936395,235,Zone 3,0.014,normal,14,
2025-08-25T14:55:08.299694,240,Zone 1,0.01,normal,10,
2025-08-25T14:55:08.299694,240,Zone 2,0.01,normal,10,
2025-08-25T14:55:08.299694,240,Zone 3,0.01,normal,10,
2025-08-25T14:55:08.654711,245,Zone 1,0.011,normal,11,
2025-08-25T14:55:08.654711,245,Zone 2,0.011,normal,11,
2025-08-25T14:55:08.654711,245,Zone 3,0.011,normal,11,
2025-08-25T14:55:09.072388,250,Zone 1,0.009,normal,9,
2025-08-25T14:55:09.072388,250,Zone 2,0.009,normal,9,
2025-08-25T14:55:09.072388,250,Zone 3,0.009,normal,9,
2025-08-25T14:55:09.459911,255,Zone 1,0.012,normal,12,
2025-08-25T14:55:09.459911,255,Zone 2,0.012,normal,12,
2025-08-25T14:55:09.459911,255,Zone 3,0.012,normal,12,
2025-08-25T14:55:09.905701,260,Zone 1,0.011,normal,11,
2025-08-25T14:55:09.905701,260,Zone 2,0.011,normal,11,
2025-08-25T14:55:09.905701,260,Zone 3,0.011,normal,11,
2025-08-25T14:55:10.368766,265,Zone 1,0.011,normal,11,
2025-08-25T14:55:10.368766,265,Zone 2,0.011,normal,11,
2025-08-25T14:55:10.368766,265,Zone 3,0.011,normal,11,
2025-08-25T14:55:10.783545,270,Zone 1,0.012,normal,12,
2025-08-25T14:55:10.783545,270,Zone 2,0.012,normal,12,
2025-08-25T14:55:10.783545,270,Zone 3,0.012,normal,12,
2025-08-25T14:55:11.202557,275,Zone 1,0.015,normal,15,
2025-08-25T14:55:11.202557,275,Zone 2,0.015,normal,15,
2025-08-25T14:55:11.202557,275,Zone 3,0.015,normal,15,
2025-08-25T14:55:11.608781,280,Zone 1,0.013,normal,13,
2025-08-25T14:55:11.608781,280,Zone 2,0.013,normal,13,
2025-08-25T14:55:11.608781,280,Zone 3,0.013,normal,13,
2025-08-25T14:55:12.026677,285,Zone 1,0.015,normal,15,
2025-08-25T14:55:12.026677,285,Zone 2,0.015,normal,15,
2025-08-25T14:55:12.026677,285,Zone 3,0.015,normal,15,
2025-08-25T14:55:12.465278,290,Zone 1,0.012,normal,12,
2025-08-25T14:55:12.465278,290,Zone 2,0.012,normal,12,
2025-08-25T14:55:12.465278,290,Zone 3,0.012,normal,12,
2025-08-25T14:55:12.867122,295,Zone 1,0.012,normal,12,
2025-08-25T14:55:12.867122,295,Zone 2,0.012,normal,12,
2025-08-25T14:55:12.867122,295,Zone 3,0.012,normal,12,
2025-08-25T14:55:13.313369,300,Zone 1,0.012,normal,12,
2025-08-25T14:55:13.313369,300,Zone 2,0.012,normal,12,
2025-08-25T14:55:13.313369,300,Zone 3,0.012,normal,12,
2025-08-25T14:55:13.751245,305,Zone 1,0.012,normal,12,
2025-08-25T14:55:13.751245,305,Zone 2,0.012,normal,12,
2025-08-25T14:55:13.751245,305,Zone 3,0.012,normal,12,
2025-08-25T14:55:14.167894,310,Zone 1,0.014,normal,14,
2025-08-25T14:55:14.167894,310,Zone 2,0.014,normal,14,
2025-08-25T14:55:14.167894,310,Zone 3,0.014,normal,14,
2025-08-25T14:55:14.614318,315,Zone 1,0.014,normal,14,
2025-08-25T14:55:14.614318,315,Zone 2,0.014,normal,14,
2025-08-25T14:55:14.614318,315,Zone 3,0.014,normal,14,
2025-08-25T14:55:15.020753,320,Zone 1,0.014,normal,14,
2025-08-25T14:55:15.020753,320,Zone 2,0.014,normal,14,
2025-08-25T14:55:15.020753,320,Zone 3,0.014,normal,14,
2025-08-25T14:55:15.456091,325,Zone 1,0.011,normal,11,
2025-08-25T14:55:15.456091,325,Zone 2,0.011,normal,11,
2025-08-25T14:55:15.456091,325,Zone 3,0.011,normal,11,
2025-08-25T14:55:15.891420,330,Zone 1,0.012,normal,12,
2025-08-25T14:55:15.891420,330,Zone 2,0.012,normal,12,
2025-08-25T14:55:15.891420,330,Zone 3,0.012,normal,12,
2025-08-25T14:55:16.247784,335,Zone 1,0.013,normal,13,
2025-08-25T14:55:16.247784,335,Zone 2,0.013,normal,13,
2025-08-25T14:55:16.247784,335,Zone 3,0.013,normal,13,
2025-08-25T14:55:16.608281,340,Zone 1,0.013,normal,13,
2025-08-25T14:55:16.608281,340,Zone 2,0.013,normal,13,
2025-08-25T14:55:16.608281,340,Zone 3,0.013,normal,13,
2025-08-25T14:55:16.960738,345,Zone 1,0.013,normal,13,
2025-08-25T14:55:16.960738,345,Zone 2,0.013,normal,13,
2025-08-25T14:55:16.960738,345,Zone 3,0.013,normal,13,
2025-08-25T14:55:17.319054,350,Zone 1,0.013,normal,13,
2025-08-25T14:55:17.319054,350,Zone 2,0.013,normal,13,
2025-08-25T14:55:17.319054,350,Zone 3,0.013,normal,13,
2025-08-25T14:55:17.669719,355,Zone 1,0.014,normal,14,
2025-08-25T14:55:17.669719,355,Zone 2,0.014,normal,14,
2025-08-25T14:55:17.669719,355,Zone 3,0.014,normal,14,
2025-08-25T14:55:18.106305,360,Zone 1,0.013,normal,13,
2025-08-25T14:55:18.106305,360,Zone 2,0.013,normal,13,
2025-08-25T14:55:18.106305,360,Zone 3,0.013,normal,13,
2025-08-25T14:55:18.529222,365,Zone 1,0.015,normal,15,
2025-08-25T14:55:18.529222,365,Zone 2,0.015,normal,15,
2025-08-25T14:55:18.529222,365,Zone 3,0.015,normal,15,
2025-08-25T14:55:18.977506,370,Zone 1,0.013,normal,13,
2025-08-25T14:55:18.977506,370,Zone 2,0.013,normal,13,
2025-08-25T14:55:18.977506,370,Zone 3,0.013,normal,13,
2025-08-25T14:55:19.450663,375,Zone 1,0.014,normal,14,
2025-08-25T14:55:19.450663,375,Zone 2,0.014,normal,14,
2025-08-25T14:55:19.450663,375,Zone 3,0.014,normal,14,
2025-08-25T14:55:19.890949,380,Zone 1,0.012,normal,12,
2025-08-25T14:55:19.890949,380,Zone 2,0.012,normal,12,
2025-08-25T14:55:19.890949,380,Zone 3,0.012,normal,12,
2025-08-25T14:55:20.340496,385,Zone 1,0.013,normal,13,
2025-08-25T14:55:20.340496,385,Zone 2,0.013,normal,13,
2025-08-25T14:55:20.340496,385,Zone 3,0.013,normal,13,
2025-08-25T14:55:20.757670,390,Zone 1,0.013,normal,13,
2025-08-25T14:55:20.757670,390,Zone 2,0.013,normal,13,
2025-08-25T14:55:20.757670,390,Zone 3,0.013,normal,13,
2025-08-25T14:55:21.177391,395,Zone 1,0.013,normal,13,
2025-08-25T14:55:21.177391,395,Zone 2,0.013,normal,13,
2025-08-25T14:55:21.177391,395,Zone 3,0.013,normal,13,
2025-08-25T14:55:21.551814,400,Zone 1,0.014,normal,14,
2025-08-25T14:55:21.551814,400,Zone 2,0.014,normal,14,
2025-08-25T14:55:21.551814,400,Zone 3,0.014,normal,14,
2025-08-25T14:55:21.974984,405,Zone 1,0.011,normal,11,
2025-08-25T14:55:21.974984,405,Zone 2,0.011,normal,11,
2025-08-25T14:55:21.974984,405,Zone 3,0.011,normal,11,
2025-08-25T14:55:22.391587,410,Zone 1,0.011,normal,11,
2025-08-25T14:55:22.391587,410,Zone 2,0.011,normal,11,
2025-08-25T14:55:22.391587,410,Zone 3,0.011,normal,11,
2025-08-25T14:55:22.756561,415,Zone 1,0.012,normal,12,
2025-08-25T14:55:22.756561,415,Zone 2,0.012,normal,12,
2025-08-25T14:55:22.756561,415,Zone 3,0.012,normal,12,
2025-08-25T14:55:23.150305,420,Zone 1,0.012,normal,12,
2025-08-25T14:55:23.150305,420,Zone 2,0.012,normal,12,
2025-08-25T14:55:23.150305,420,Zone 3,0.012,normal,12,
2025-08-25T14:55:23.574196,425,Zone 1,0.012,normal,12,
2025-08-25T14:55:23.574196,425,Zone 2,0.012,normal,12,
2025-08-25T14:55:23.574196,425,Zone 3,0.012,normal,12,
2025-08-25T14:55:23.979798,430,Zone 1,0.011,normal,11,
2025-08-25T14:55:23.979798,430,Zone 2,0.011,normal,11,
2025-08-25T14:55:23.979798,430,Zone 3,0.011,normal,11,
2025-08-25T14:55:24.383402,435,Zone 1,0.01,normal,10,
2025-08-25T14:55:24.383402,435,Zone 2,0.01,normal,10,
2025-08-25T14:55:24.383402,435,Zone 3,0.01,normal,10,
2025-08-25T14:55:24.834674,440,Zone 1,0.009,normal,9,
2025-08-25T14:55:24.834674,440,Zone 2,0.009,normal,9,
2025-08-25T14:55:24.834674,440,Zone 3,0.009,normal,9,
2025-08-25T14:55:25.285365,445,Zone 1,0.01,normal,10,
2025-08-25T14:55:25.285365,445,Zone 2,0.01,normal,10,
2025-08-25T14:55:25.285365,445,Zone 3,0.01,normal,10,
2025-08-25T14:55:25.720964,450,Zone 1,0.009,normal,9,
2025-08-25T14:55:25.720964,450,Zone 2,0.009,normal,9,
2025-08-25T14:55:25.720964,450,Zone 3,0.009,normal,9,
2025-08-25T14:55:26.217224,455,Zone 1,0.008,normal,8,
2025-08-25T14:55:26.217224,455,Zone 2,0.008,normal,8,
2025-08-25T14:55:26.217224,455,Zone 3,0.008,normal,8,
2025-08-25T14:55:26.650580,460,Zone 1,0.008,normal,8,
2025-08-25T14:55:26.650580,460,Zone 2,0.008,normal,8,
2025-08-25T14:55:26.650580,460,Zone 3,0.008,normal,8,
