timestamp,frame,total_people,total_vehicles,total_objects,other_objects,object_breakdown,zone,density,status,alert,sms_alert_sent
2025-08-25T14:55:54.905790,2,11,0,11,0,11 person,Zone 1,0.011,normal,,False
2025-08-25T14:55:54.905790,2,11,0,11,0,11 person,Zone 2,0.011,normal,,False
2025-08-25T14:55:54.905790,2,11,0,11,0,11 person,Zone 3,0.011,normal,,False
2025-08-25T14:55:55.416517,4,11,0,11,0,11 person,Zone 1,0.011,normal,,False
2025-08-25T14:55:55.416517,4,11,0,11,0,11 person,Zone 2,0.011,normal,,False
2025-08-25T14:55:55.416517,4,11,0,11,0,11 person,Zone 3,0.011,normal,,False
2025-08-25T14:55:55.717689,6,10,0,10,0,10 person,Zone 1,0.01,normal,,False
2025-08-25T14:55:55.717689,6,10,0,10,0,10 person,Zone 2,0.01,normal,,False
2025-08-25T14:55:55.717689,6,10,0,10,0,10 person,Zone 3,0.01,normal,,False
2025-08-25T14:55:56.001297,8,11,0,12,1,"11 person, 1 cell phone",Zone 1,0.011,normal,,False
2025-08-25T14:55:56.001297,8,11,0,12,1,"11 person, 1 cell phone",Zone 2,0.011,normal,,False
2025-08-25T14:55:56.001297,8,11,0,12,1,"11 person, 1 cell phone",Zone 3,0.011,normal,,False
2025-08-25T14:55:56.284241,10,11,0,12,1,"11 person, 1 cell phone",Zone 1,0.011,normal,,False
2025-08-25T14:55:56.284241,10,11,0,12,1,"11 person, 1 cell phone",Zone 2,0.011,normal,,False
2025-08-25T14:55:56.284241,10,11,0,12,1,"11 person, 1 cell phone",Zone 3,0.011,normal,,False
2025-08-25T14:55:56.584289,12,12,0,12,0,12 person,Zone 1,0.012,normal,,False
2025-08-25T14:55:56.584289,12,12,0,12,0,12 person,Zone 2,0.012,normal,,False
2025-08-25T14:55:56.584289,12,12,0,12,0,12 person,Zone 3,0.012,normal,,False
2025-08-25T14:55:56.877738,14,12,0,12,0,12 person,Zone 1,0.012,normal,,False
2025-08-25T14:55:56.877738,14,12,0,12,0,12 person,Zone 2,0.012,normal,,False
2025-08-25T14:55:56.877738,14,12,0,12,0,12 person,Zone 3,0.012,normal,,False
2025-08-25T14:55:57.188543,16,11,0,11,0,11 person,Zone 1,0.011,normal,,False
2025-08-25T14:55:57.188543,16,11,0,11,0,11 person,Zone 2,0.011,normal,,False
2025-08-25T14:55:57.188543,16,11,0,11,0,11 person,Zone 3,0.011,normal,,False
2025-08-25T14:55:57.550671,18,11,0,12,1,"11 person, 1 cell phone",Zone 1,0.011,normal,,False
2025-08-25T14:55:57.550671,18,11,0,12,1,"11 person, 1 cell phone",Zone 2,0.011,normal,,False
2025-08-25T14:55:57.550671,18,11,0,12,1,"11 person, 1 cell phone",Zone 3,0.011,normal,,False
2025-08-25T14:55:57.916513,20,11,0,12,1,"11 person, 1 cell phone",Zone 1,0.011,normal,,False
2025-08-25T14:55:57.916513,20,11,0,12,1,"11 person, 1 cell phone",Zone 2,0.011,normal,,False
2025-08-25T14:55:57.916513,20,11,0,12,1,"11 person, 1 cell phone",Zone 3,0.011,normal,,False
2025-08-25T14:55:58.297196,22,10,0,10,0,10 person,Zone 1,0.01,normal,,False
2025-08-25T14:55:58.297196,22,10,0,10,0,10 person,Zone 2,0.01,normal,,False
2025-08-25T14:55:58.297196,22,10,0,10,0,10 person,Zone 3,0.01,normal,,False
2025-08-25T14:55:58.664178,24,10,0,10,0,10 person,Zone 1,0.01,normal,,False
2025-08-25T14:55:58.664178,24,10,0,10,0,10 person,Zone 2,0.01,normal,,False
2025-08-25T14:55:58.664178,24,10,0,10,0,10 person,Zone 3,0.01,normal,,False
2025-08-25T14:55:59.044853,26,10,0,10,0,10 person,Zone 1,0.01,normal,,False
2025-08-25T14:55:59.044853,26,10,0,10,0,10 person,Zone 2,0.01,normal,,False
2025-08-25T14:55:59.044853,26,10,0,10,0,10 person,Zone 3,0.01,normal,,False
2025-08-25T14:55:59.406304,28,11,0,11,0,11 person,Zone 1,0.011,normal,,False
